onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc
3366	6	88	E	0	2	2	1	1	True	1.0	-4	95	93	144	93a	561	1/4	True	6	True	HC	HC	}	229	V|HC}		f	i	V	V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor	V	V, minor		V	-1	-1	-1
3372	6	60	C	0	2	2	2	1	True	1.5	-4	95	93	144	93a	562	1/4	False	4	False				229	V|HC}		f	i	V	V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor	V	V, minor		V	-1	-1	-1
3378	6	60	C	0	2	2	2	1	True	2.0	-4	95	93	144	93a	563	1/4	False	4	False				229	V|HC}		f	i	V	V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor	V	V, minor		V	-1	-1	-1
3384	6	60	C	0	2	2	2	1	True	2.5	-4	95	93	144	93a	564	1/4	False	4	False				229	V|HC}		f	i	V	V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor	V	V, minor		V	-1	-1	-1
3390	6	60	C	0	2	2	2	1	True	1.0	-4	96	94	145	94a	565	1/4	True	4	False				229	V|HC}		f	i	V	V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor	V	V, minor		V	-1	-1	-1
3396	6	60	C	0	2	2	2	1	True	1.5	-4	96	94	145	94a	566	1/4	False	4	False				229	V|HC}		f	i	V	V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor	V	V, minor		V	-1	-1	-1
3402	6	60	C	0	2	2	2	1	True	2.0	-4	96	94	145	94a	567	1/4	False	4	False				229	V|HC}		f	i	V	V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor	V	V, minor		V	-1	-1	-1
3408	6	60	C	0	2	2	2	1	True	2.5	-4	96	94	145	94a	568	1/4	False	4	False				229	V|HC}		f	i	V	V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor	V	V, minor		V	-1	-1	-1
3414	6	60	C	0	2	2	2	1	True	1.0	-4	97	95	146	95a	569	1/4	True	4	True			{	230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3414	6	61	D	-1	2	2	2	1	True	1.0	-4	97	95	146	95a	569	1/4	True	4	True			{	230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3420	6	60	C	0	2	2	2	1	True	1.5	-4	97	95	146	95a	570	1/4	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3420	6	61	D	-1	2	2	2	1	True	1.5	-4	97	95	146	95a	570	1/4	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3423	1	68	A	-1	2	2	1	1	True	1.75	-4	97	95	146	95a	1141/2	1/24	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3424	1	66	G	-1	2	2	1	1	True	1.833	-4	97	95	146	95a	1712/3	1/24	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3425	1	65	F	0	2	2	1	1	True	1.917	-4	97	95	146	95a	3425/6	1/24	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3426	6	60	C	0	2	2	2	1	True	2.0	-4	97	95	146	95a	571	1/4	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3426	6	61	D	-1	2	2	2	1	True	2.0	-4	97	95	146	95a	571	1/4	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3426	6	66	G	-1	2	2	1	1	True	2.0	-4	97	95	146	95a	571	1/4	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3432	6	60	C	0	2	2	2	1	True	2.5	-4	97	95	146	95a	572	1/4	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3432	6	61	D	-1	2	2	2	1	True	2.5	-4	97	95	146	95a	572	1/4	False	4	False				230	bII6(4)]{		f	i	V	bII6(4)		bII		6	4		M	True	True	(1, -4, -5)	()	-5	1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor	V	bII6(4), minor		bII	-1	-1	-1
3438	6	58	B	-1	2	2	2	1	True	1.0	-4	98	96	147	96a	573	1/4	True	3	True				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3438	6	61	D	-1	2	2	2	1	True	1.0	-4	98	96	147	96a	573	1/4	True	4	True				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3444	6	58	B	-1	2	2	2	1	True	1.5	-4	98	96	147	96a	574	1/4	False	3	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3444	6	61	D	-1	2	2	2	1	True	1.5	-4	98	96	147	96a	574	1/4	False	4	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3447	1	87	E	-1	2	2	1	1	True	1.75	-4	98	96	147	96a	1149/2	1/24	False	6	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3448	1	85	D	-1	2	2	1	1	True	1.833	-4	98	96	147	96a	1724/3	1/24	False	6	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3449	1	84	C	0	2	2	1	1	True	1.917	-4	98	96	147	96a	3449/6	1/24	False	6	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3450	6	58	B	-1	2	2	2	1	True	2.0	-4	98	96	147	96a	575	1/4	False	3	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3450	6	61	D	-1	2	2	2	1	True	2.0	-4	98	96	147	96a	575	1/4	False	4	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3450	6	85	D	-1	2	2	1	1	True	2.0	-4	98	96	147	96a	575	1/4	False	6	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3456	6	58	B	-1	2	2	2	1	True	2.5	-4	98	96	147	96a	576	1/4	False	3	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3456	6	61	D	-1	2	2	2	1	True	2.5	-4	98	96	147	96a	576	1/4	False	4	False				231	bII6		f	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	-1	-1	-1
3462	6	58	B	-1	2	2	2	1	True	1.0	-4	99	97	148	97a	577	1/4	True	3	True				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3462	6	60	C	0	2	2	2	1	True	1.0	-4	99	97	148	97a	577	1/4	True	4	True				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3468	6	58	B	-1	2	2	2	1	True	1.5	-4	99	97	148	97a	578	1/4	False	3	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3468	6	60	C	0	2	2	2	1	True	1.5	-4	99	97	148	97a	578	1/4	False	4	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3471	1	65	F	0	2	2	1	1	True	1.75	-4	99	97	148	97a	1157/2	1/24	False	4	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3472	1	64	E	0	2	2	1	1	True	1.833	-4	99	97	148	97a	1736/3	1/24	False	4	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3473	1	62	D	0	2	2	1	1	True	1.917	-4	99	97	148	97a	3473/6	1/24	False	4	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3474	6	58	B	-1	2	2	2	1	True	2.0	-4	99	97	148	97a	579	1/4	False	3	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3474	6	60	C	0	2	2	2	1	True	2.0	-4	99	97	148	97a	579	1/4	False	4	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3474	6	64	E	0	2	2	1	1	True	2.0	-4	99	97	148	97a	579	1/4	False	4	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3480	6	58	B	-1	2	2	2	1	True	2.5	-4	99	97	148	97a	580	1/4	False	3	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3480	6	60	C	0	2	2	2	1	True	2.5	-4	99	97	148	97a	580	1/4	False	4	False				232	V2		f	i		V2		V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	-1	-1	-1
3486	6	56	A	-1	2	2	2	1	True	1.0	-4	100	98	149	98a	581	1/4	True	3	True				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3486	6	60	C	0	2	2	2	1	True	1.0	-4	100	98	149	98a	581	1/4	True	4	True				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3492	6	56	A	-1	2	2	2	1	True	1.5	-4	100	98	149	98a	582	1/4	False	3	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3492	6	60	C	0	2	2	2	1	True	1.5	-4	100	98	149	98a	582	1/4	False	4	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3495	1	85	D	-1	2	2	1	1	True	1.75	-4	100	98	149	98a	1165/2	1/24	False	6	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3496	1	84	C	0	2	2	1	1	True	1.833	-4	100	98	149	98a	1748/3	1/24	False	6	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3497	1	83	B	0	2	2	1	1	True	1.917	-4	100	98	149	98a	3497/6	1/24	False	5	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3498	6	56	A	-1	2	2	2	1	True	2.0	-4	100	98	149	98a	583	1/4	False	3	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3498	6	60	C	0	2	2	2	1	True	2.0	-4	100	98	149	98a	583	1/4	False	4	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3498	6	84	C	0	2	2	1	1	True	2.0	-4	100	98	149	98a	583	1/4	False	6	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3504	6	56	A	-1	2	2	2	1	True	2.5	-4	100	98	149	98a	584	1/4	False	3	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3504	6	60	C	0	2	2	2	1	True	2.5	-4	100	98	149	98a	584	1/4	False	4	False				233	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
3510	6	56	A	-1	2	2	2	1	True	1.0	-4	101	99	150	99a	585	1/4	True	3	True				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3510	6	58	B	-1	2	2	2	1	True	1.0	-4	101	99	150	99a	585	1/4	True	3	True				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3516	6	56	A	-1	2	2	2	1	True	1.5	-4	101	99	150	99a	586	1/4	False	3	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3516	6	58	B	-1	2	2	2	1	True	1.5	-4	101	99	150	99a	586	1/4	False	3	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3519	1	63	E	-1	2	2	1	1	True	1.75	-4	101	99	150	99a	1173/2	1/24	False	4	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3520	1	62	D	0	2	2	1	1	True	1.833	-4	101	99	150	99a	1760/3	1/24	False	4	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3521	1	60	C	0	2	2	1	1	True	1.917	-4	101	99	150	99a	3521/6	1/24	False	4	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3522	6	56	A	-1	2	2	2	1	True	2.0	-4	101	99	150	99a	587	1/4	False	3	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3522	6	58	B	-1	2	2	2	1	True	2.0	-4	101	99	150	99a	587	1/4	False	3	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3522	6	62	D	0	2	2	1	1	True	2.0	-4	101	99	150	99a	587	1/4	False	4	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3528	6	56	A	-1	2	2	2	1	True	2.5	-4	101	99	150	99a	588	1/4	False	3	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3528	6	58	B	-1	2	2	2	1	True	2.5	-4	101	99	150	99a	588	1/4	False	3	False				234	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
3534	6	55	G	0	2	2	2	1	True	1.0	-4	102	100	151	100a	589	1/4	True	3	True				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3534	6	58	B	-1	2	2	2	1	True	1.0	-4	102	100	151	100a	589	1/4	True	3	True				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3534	6	64	E	0	2	2	2	1	True	1.0	-4	102	100	151	100a	589	1/4	True	4	True				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3540	6	55	G	0	2	2	2	1	True	1.5	-4	102	100	151	100a	590	1/4	False	3	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3540	6	58	B	-1	2	2	2	1	True	1.5	-4	102	100	151	100a	590	1/4	False	3	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3540	6	64	E	0	2	2	2	1	True	1.5	-4	102	100	151	100a	590	1/4	False	4	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3543	1	84	C	0	2	2	1	1	True	1.75	-4	102	100	151	100a	1181/2	1/24	False	6	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3544	1	82	B	-1	2	2	1	1	True	1.833	-4	102	100	151	100a	1772/3	1/24	False	5	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3545	1	81	A	0	2	2	1	1	True	1.917	-4	102	100	151	100a	3545/6	1/24	False	5	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3546	6	55	G	0	2	2	2	1	True	2.0	-4	102	100	151	100a	591	1/4	False	3	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3546	6	58	B	-1	2	2	2	1	True	2.0	-4	102	100	151	100a	591	1/4	False	3	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3546	6	64	E	0	2	2	2	1	True	2.0	-4	102	100	151	100a	591	1/4	False	4	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3546	6	82	B	-1	2	2	1	1	True	2.0	-4	102	100	151	100a	591	1/4	False	5	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3552	6	55	G	0	2	2	2	1	True	2.5	-4	102	100	151	100a	592	1/4	False	3	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3552	6	58	B	-1	2	2	2	1	True	2.5	-4	102	100	151	100a	592	1/4	False	3	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3552	6	64	E	0	2	2	2	1	True	2.5	-4	102	100	151	100a	592	1/4	False	4	False				235	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
3558	6	53	F	0	2	2	2	1	True	1.0	-4	103	101	152	101a	593	1/4	True	3	True	IAC	IAC	}{	236	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
3558	6	56	A	-1	2	2	2	1	True	1.0	-4	103	101	152	101a	593	1/4	True	3	True	IAC	IAC	}{	236	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
3558	6	60	C	0	2	2	2	1	True	1.0	-4	103	101	152	101a	593	1/4	True	4	True	IAC	IAC	}{	236	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
3558	6	65	F	0	2	2	1	1	True	1.0	-4	103	101	152	101a	593	1/4	True	4	True	IAC	IAC	}{	236	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
3564	6	68	A	-1	2	2	1	1	True	1.5	-4	103	101	152	101a	594	1/4	False	4	False				236	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
3570	6	72	C	0	2	2	1	1	True	2.0	-4	103	101	152	101a	595	1/4	False	5	False				236	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
