onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	octave
1767	3	68	A	-1	2	2	1	1	27	26	76	26b	589/2	1/8	4
1770	3	55	G	0	2	2	2	1	27	26	76	26b	295	1/8	3
1773	3	63	E	-1	2	2	2	1	27	26	76	26b	591/2	1/8	4
1773	3	69	A	0	2	2	1	1	27	26	76	26b	591/2	1/8	4
1776	3	55	G	0	2	2	2	1	27	26	76	26b	296	1/8	3
1776	3	72	C	0	2	2	1	1	27	26	76	26b	296	1/8	5
1779	3	63	E	-1	2	2	2	1	27	26	76	26b	593/2	1/8	4
1779	3	70	B	-1	2	2	1	1	27	26	76	26b	593/2	1/8	4
1782	3	56	A	-1	2	2	2	1	28	27	77	27b	297	1/8	3
1785	3	63	E	-1	2	2	2	1	28	27	77	27b	595/2	1/8	4
1785	3	71	B	0	2	2	1	1	28	27	77	27b	595/2	1/8	4
1788	3	56	A	-1	2	2	2	1	28	27	77	27b	298	1/8	3
1788	3	73	D	-1	2	2	1	1	28	27	77	27b	298	1/8	5
1791	3	63	E	-1	2	2	2	1	28	27	77	27b	597/2	1/8	4
1791	3	72	C	0	2	2	1	1	28	27	77	27b	597/2	1/8	5
1794	3	53	F	0	2	2	2	1	28	27	77	27b	299	1/8	3
1797	3	62	D	0	2	2	2	1	28	27	77	27b	599/2	1/8	4
1797	3	74	D	0	2	2	1	1	28	27	77	27b	599/2	1/8	5
1800	3	56	A	-1	2	2	2	1	28	27	77	27b	300	1/8	3
1800	3	80	A	-1	2	2	1	1	28	27	77	27b	300	1/8	5
1803	3	62	D	0	2	2	2	1	28	27	77	27b	601/2	1/8	4
1803	3	74	D	0	2	2	1	1	28	27	77	27b	601/2	1/8	5
1806	3	51	E	-1	2	2	2	1	29	28	78	28b	301	1/8	3
1806	6	75	E	-1	2	2	1	1	29	28	78	28b	301	1/4	5
1809	3	63	E	-1	2	2	2	1	29	28	78	28b	603/2	1/8	4
1812	3	55	G	0	2	2	2	1	29	28	78	28b	302	1/8	3
1815	3	63	E	-1	2	2	2	1	29	28	78	28b	605/2	1/8	4
1818	3	53	F	0	2	2	2	1	29	28	78	28b	303	1/8	3
1821	3	62	D	0	2	2	2	1	29	28	78	28b	607/2	1/8	4
1821	3	74	D	0	2	2	1	1	29	28	78	28b	607/2	1/8	5
1824	3	56	A	-1	2	2	2	1	29	28	78	28b	304	1/8	3
1824	3	80	A	-1	2	2	1	1	29	28	78	28b	304	1/8	5
1827	3	62	D	0	2	2	2	1	29	28	78	28b	609/2	1/8	4
1827	3	74	D	0	2	2	1	1	29	28	78	28b	609/2	1/8	5
1830	3	51	E	-1	2	2	2	1	30	29	79	29b	305	1/8	3
1830	6	75	E	-1	2	2	1	1	30	29	79	29b	305	1/4	5
1833	3	63	E	-1	2	2	2	1	30	29	79	29b	611/2	1/8	4
1836	3	55	G	0	2	2	2	1	30	29	79	29b	306	1/8	3
1839	3	63	E	-1	2	2	2	1	30	29	79	29b	613/2	1/8	4
1842	3	49	D	-1	2	2	2	1	30	29	79	29b	307	1/8	3
1845	3	58	B	-1	2	2	2	1	30	29	79	29b	615/2	1/8	3
1845	3	79	G	0	2	2	1	1	30	29	79	29b	615/2	1/8	5
1848	3	52	F	-1	2	2	2	1	30	29	79	29b	308	1/8	3
1848	3	88	F	-1	2	2	1	1	30	29	79	29b	308	1/8	6
1851	3	58	B	-1	2	2	2	1	30	29	79	29b	617/2	1/8	3
1851	3	79	G	0	2	2	1	1	30	29	79	29b	617/2	1/8	5
1854	3	48	C	0	2	2	2	1	31	30	80	30b	309	1/8	3
1854	6	80	A	-1	2	2	1	1	31	30	80	30b	309	1/4	5
1857	3	56	A	-1	2	2	2	1	31	30	80	30b	619/2	1/8	3
1860	3	51	E	-1	2	2	2	1	31	30	80	30b	310	1/8	3
1863	3	56	A	-1	2	2	2	1	31	30	80	30b	621/2	1/8	3
1866	3	49	D	-1	2	2	2	1	31	30	80	30b	311	1/8	3
1869	3	58	B	-1	2	2	2	1	31	30	80	30b	623/2	1/8	3
1869	3	79	G	0	2	2	1	1	31	30	80	30b	623/2	1/8	5
1872	3	52	F	-1	2	2	2	1	31	30	80	30b	312	1/8	3
1872	3	88	F	-1	2	2	1	1	31	30	80	30b	312	1/8	6
1875	3	58	B	-1	2	2	2	1	31	30	80	30b	625/2	1/8	3
1875	3	79	G	0	2	2	1	1	31	30	80	30b	625/2	1/8	5
1878	3	48	C	0	2	2	2	1	32	31	81	31b	313	1/8	3
1881	3	56	A	-1	2	2	2	1	32	31	81	31b	627/2	1/8	3
1881	3	79	G	0	2	2	1	1	32	31	81	31b	627/2	1/8	5
1884	3	51	E	-1	2	2	2	1	32	31	81	31b	314	1/8	3
1884	3	82	B	-1	2	2	1	1	32	31	81	31b	314	1/8	5
1887	3	56	A	-1	2	2	2	1	32	31	81	31b	629/2	1/8	3
1887	3	80	A	-1	2	2	1	1	32	31	81	31b	629/2	1/8	5
1890	3	43	G	0	2	2	2	1	32	31	81	31b	315	1/8	2
1893	3	55	G	0	2	2	2	1	32	31	81	31b	631/2	1/8	3
1893	3	81	A	0	2	2	1	1	32	31	81	31b	631/2	1/8	5
1896	3	51	E	-1	2	2	2	1	32	31	81	31b	316	1/8	3
1896	3	84	C	0	2	2	1	1	32	31	81	31b	316	1/8	6
1899	3	55	G	0	2	2	2	1	32	31	81	31b	633/2	1/8	3
1899	3	82	B	-1	2	2	1	1	32	31	81	31b	633/2	1/8	5
1902	3	44	A	-1	2	2	2	1	33	32	82	32b	317	1/8	2
1905	3	56	A	-1	2	2	2	1	33	32	82	32b	635/2	1/8	3
1905	3	83	B	0	2	2	1	1	33	32	82	32b	635/2	1/8	5
1908	3	51	E	-1	2	2	2	1	33	32	82	32b	318	1/8	3
1908	3	85	D	-1	2	2	1	1	33	32	82	32b	318	1/8	6
1911	3	56	A	-1	2	2	2	1	33	32	82	32b	637/2	1/8	3
1911	3	84	C	0	2	2	1	1	33	32	82	32b	637/2	1/8	6
1914	3	46	B	-1	2	2	2	1	33	32	82	32b	319	1/8	2
1917	3	58	B	-1	2	2	2	1	33	32	82	32b	639/2	1/8	3
1917	3	84	C	0	2	2	1	1	33	32	82	32b	639/2	1/8	6
1920	3	51	E	-1	2	2	2	1	33	32	82	32b	320	1/8	3
1920	3	87	E	-1	2	2	1	1	33	32	82	32b	320	1/8	6
1923	3	58	B	-1	2	2	2	1	33	32	82	32b	641/2	1/8	3
1923	3	85	D	-1	2	2	1	1	33	32	82	32b	641/2	1/8	6
1926	6	48	C	0	2	2	2	1	34	33	83	33b	321	1/4	3
1929	3	86	D	0	2	2	1	1	34	33	83	33b	643/2	1/8	6
1932	12	51	E	-1	2	2	2	1	34	33	83	33b	322	1/2	3
1932	3	89	F	0	2	2	1	1	34	33	83	33b	322	1/8	6
1935	3	87	E	-1	2	2	1	1	34	33	83	33b	645/2	1/8	6
1938	3	85	D	-1	2	2	1	1	34	33	83	33b	323	1/8	6
1941	3	84	C	0	2	2	1	1	34	33	83	33b	647/2	1/8	6
1944	6	56	A	-1	2	2	2	1	34	33	83	33b	324	1/4	3
1944	3	82	B	-1	2	2	1	1	34	33	83	33b	324	1/8	5
1947	3	80	A	-1	2	2	1	1	34	33	83	33b	649/2	1/8	5
1950	6	49	D	-1	2	2	2	1	35	34	84	34b	325	1/4	3
1950	3	79	G	0	2	2	1	1	35	34	84	34b	325	1/8	5
1953	3	77	F	0	2	2	1	1	35	34	84	34b	651/2	1/8	5
1956	12	53	F	0	2	2	2	1	35	34	84	34b	326	1/2	3
1956	3	75	E	-1	2	2	1	1	35	34	84	34b	326	1/8	5
1959	3	73	D	-1	2	2	1	1	35	34	84	34b	653/2	1/8	5
1962	3	72	C	0	2	2	1	1	35	34	84	34b	327	1/8	5
1965	3	70	B	-1	2	2	1	1	35	34	84	34b	655/2	1/8	4
1968	6	58	B	-1	2	2	2	1	35	34	84	34b	328	1/4	3
1968	3	68	A	-1	2	2	1	1	35	34	84	34b	328	1/8	4
1971	3	67	G	0	2	2	1	1	35	34	84	34b	657/2	1/8	4
1974	6	51	E	-1	2	2	2	1	36	35	85	35b	329	1/4	3
1974	3	65	F	0	2	2	1	1	36	35	85	35b	329	1/8	4
1977	3	63	E	-1	2	2	1	1	36	35	85	35b	659/2	1/8	4
1980	12	56	A	-1	2	2	2	1	36	35	85	35b	330	1/2	3
1980	3	62	D	0	2	2	1	1	36	35	85	35b	330	1/8	4
1983	3	63	E	-1	2	2	1	1	36	35	85	35b	661/2	1/8	4
1986	3	62	D	0	2	2	1	1	36	35	85	35b	331	1/8	4
1989	3	63	E	-1	2	2	1	1	36	35	85	35b	663/2	1/8	4
1992	6	60	C	0	2	2	2	1	36	35	85	35b	332	1/4	4
1992	3	62	D	0	2	2	1	1	36	35	85	35b	332	1/8	4
1995	3	63	E	-1	2	2	1	1	36	35	85	35b	665/2	1/8	4
1998	6	61	D	-1	2	2	2	1	37	36	86	36b	333	1/4	4
1998	3	62	D	0	2	2	1	1	37	36	86	36b	333	1/8	4
2001	3	63	E	-1	2	2	1	1	37	36	86	36b	667/2	1/8	4
2004	6	58	B	-1	2	2	2	1	37	36	86	36b	334	1/4	3
2004	3	65	F	0	2	2	1	1	37	36	86	36b	334	1/8	4
2007	3	63	E	-1	2	2	1	1	37	36	86	36b	669/2	1/8	4
2010	6	55	G	0	2	2	2	1	37	36	86	36b	335	1/4	3
2010	3	62	D	0	2	2	1	1	37	36	86	36b	335	1/8	4
2013	3	63	E	-1	2	2	1	1	37	36	86	36b	671/2	1/8	4
2016	6	49	D	-1	2	2	2	1	37	36	86	36b	336	1/4	3
2016	3	65	F	0	2	2	1	1	37	36	86	36b	336	1/8	4
2019	3	63	E	-1	2	2	1	1	37	36	86	36b	673/2	1/8	4
2022	6	36	C	0	2	2	2	1	38	37	87	37b	337	1/4	2
2025	3	80	A	-1	2	2	1	1	38	37	87	37b	675/2	1/8	5
2028	12	39	E	-1	2	2	2	1	38	37	87	37b	338	1/2	2
2028	3	89	F	0	2	2	1	1	38	37	87	37b	338	1/8	6
2031	3	87	E	-1	2	2	1	1	38	37	87	37b	677/2	1/8	6
2034	3	85	D	-1	2	2	1	1	38	37	87	37b	339	1/8	6
2037	3	84	C	0	2	2	1	1	38	37	87	37b	679/2	1/8	6
2040	6	44	A	-1	2	2	2	1	38	37	87	37b	340	1/4	2
2040	3	82	B	-1	2	2	1	1	38	37	87	37b	340	1/8	5
2043	3	80	A	-1	2	2	1	1	38	37	87	37b	681/2	1/8	5
2046	6	37	D	-1	2	2	2	1	39	38	88	38b	341	1/4	2
2046	3	79	G	0	2	2	1	1	39	38	88	38b	341	1/8	5
2049	3	77	F	0	2	2	1	1	39	38	88	38b	683/2	1/8	5
2052	12	41	F	0	2	2	2	1	39	38	88	38b	342	1/2	2
2052	3	75	E	-1	2	2	1	1	39	38	88	38b	342	1/8	5
2055	3	73	D	-1	2	2	1	1	39	38	88	38b	685/2	1/8	5
2058	3	72	C	0	2	2	1	1	39	38	88	38b	343	1/8	5
2061	3	70	B	-1	2	2	1	1	39	38	88	38b	687/2	1/8	4
2064	6	46	B	-1	2	2	2	1	39	38	88	38b	344	1/4	2
2064	3	68	A	-1	2	2	1	1	39	38	88	38b	344	1/8	4
2067	3	67	G	0	2	2	1	1	39	38	88	38b	689/2	1/8	4
2070	6	39	E	-1	2	2	2	1	40	39	89	39b	345	1/4	2
2070	3	65	F	0	2	2	1	1	40	39	89	39b	345	1/8	4
2073	3	63	E	-1	2	2	1	1	40	39	89	39b	691/2	1/8	4
2076	12	44	A	-1	2	2	2	1	40	39	89	39b	346	1/2	2
2076	3	61	D	-1	2	2	1	1	40	39	89	39b	346	1/8	4
2079	3	60	C	0	2	2	1	1	40	39	89	39b	693/2	1/8	4
2082	3	58	B	-1	2	2	1	1	40	39	89	39b	347	1/8	3
2085	3	56	A	-1	2	2	1	1	40	39	89	39b	695/2	1/8	3
2088	6	48	C	0	2	2	2	1	40	39	89	39b	348	1/4	3
2088	3	55	G	0	2	2	1	1	40	39	89	39b	348	1/8	3
2091	3	53	F	0	2	2	1	1	40	39	89	39b	697/2	1/8	3
2094	6	49	D	-1	2	2	2	1	41	40	90	40b	349	1/4	3
2094	3	51	E	-1	2	2	1	1	41	40	90	40b	349	1/8	3
2097	3	53	F	0	2	2	1	1	41	40	90	40b	699/2	1/8	3
2100	6	46	B	-1	2	2	2	1	41	40	90	40b	350	1/4	2
2100	3	55	G	0	2	2	1	1	41	40	90	40b	350	1/8	3
2103	3	56	A	-1	2	2	1	1	41	40	90	40b	701/2	1/8	3
2106	6	43	G	0	2	2	2	1	41	40	90	40b	351	1/4	2
2106	3	58	B	-1	2	2	1	1	41	40	90	40b	351	1/8	3
2109	3	60	C	0	2	2	1	1	41	40	90	40b	703/2	1/8	4
2112	6	39	E	-1	2	2	2	1	41	40	90	40b	352	1/4	2
2112	3	61	D	-1	2	2	1	1	41	40	90	40b	352	1/8	4
2115	3	58	B	-1	2	2	1	1	41	40	90	40b	705/2	1/8	3
2118	6	44	A	-1	2	2	2	1	42	41	91	41b	353	1/4	2
2118	6	56	A	-1	2	2	1	1	42	41	91	41b	353	1/4	3
2124	6	56	A	-1	2	2	2	1	42	41	91	41b	354	1/4	3
2130	0	62	D	0	2	2	1	1	42	41	91	41b	355	0	4
2130	9	71	C	-1	2	2	1	1	42	41	91	41b	355	3/8	5
2136	6	50	D	0	2	2	2	1	42	41	91	41b	356	1/4	3
2136	6	53	F	0	2	2	2	1	42	41	91	41b	356	1/4	3
2136	6	56	A	-1	2	2	2	1	42	41	91	41b	356	1/4	3
2136	6	59	C	-1	2	2	2	1	42	41	91	41b	356	1/4	4
2139	3	70	B	-1	2	2	1	1	42	41	91	41b	713/2	1/8	4
2142	12	68	A	-1	2	2	1	1	43	42	92	42b	357	1/2	4
2148	6	51	E	-1	2	2	2	1	43	42	92	42b	358	1/4	3
2148	6	56	A	-1	2	2	2	1	43	42	92	42b	358	1/4	3
2148	6	60	C	0	2	2	2	1	43	42	92	42b	358	1/4	4
2154	9	67	G	0	2	2	1	1	43	42	92	42b	359	3/8	4
2160	6	51	E	-1	2	2	2	1	43	42	92	42b	360	1/4	3
2160	6	58	B	-1	2	2	2	1	43	42	92	42b	360	1/4	3
2160	6	61	D	-1	2	2	2	1	43	42	92	42b	360	1/4	4
2163	3	75	E	-1	2	2	1	1	43	42	92	42b	721/2	1/8	5
2166	6	75	E	-1	2	2	1	1	44	43	93	43b	361	1/4	5
2172	6	56	A	-1	2	2	2	1	44	43	93	43b	362	1/4	3
2172	6	60	C	0	2	2	2	1	44	43	93	43b	362	1/4	4
2172	6	68	A	-1	2	2	1	1	44	43	93	43b	362	1/4	4
2178	0	62	D	0	2	2	1	1	44	43	93	43b	363	0	4
2178	9	71	C	-1	2	2	1	1	44	43	93	43b	363	3/8	5
2184	6	50	D	0	2	2	2	1	44	43	93	43b	364	1/4	3
2184	6	53	F	0	2	2	2	1	44	43	93	43b	364	1/4	3
2184	6	56	A	-1	2	2	2	1	44	43	93	43b	364	1/4	3
2184	6	59	C	-1	2	2	2	1	44	43	93	43b	364	1/4	4
2187	3	70	B	-1	2	2	1	1	44	43	93	43b	729/2	1/8	4
2190	12	68	A	-1	2	2	1	1	45	44	94	44b	365	1/2	4
2196	6	51	E	-1	2	2	2	1	45	44	94	44b	366	1/4	3
2196	6	56	A	-1	2	2	2	1	45	44	94	44b	366	1/4	3
2196	6	60	C	0	2	2	2	1	45	44	94	44b	366	1/4	4
2202	9	67	G	0	2	2	1	1	45	44	94	44b	367	3/8	4
2208	6	51	E	-1	2	2	2	1	45	44	94	44b	368	1/4	3
2208	6	58	B	-1	2	2	2	1	45	44	94	44b	368	1/4	3
2208	6	61	D	-1	2	2	2	1	45	44	94	44b	368	1/4	4
2211	3	75	E	-1	2	2	1	1	45	44	94	44b	737/2	1/8	5
2214	6	75	E	-1	2	2	1	1	46	45	95	45b	369	1/4	5
2220	6	56	A	-1	2	2	2	1	46	45	95	45b	370	1/4	3
2220	6	60	C	0	2	2	2	1	46	45	95	45b	370	1/4	4
2220	6	68	A	-1	2	2	1	1	46	45	95	45b	370	1/4	4
2226	0	74	D	0	2	2	1	1	46	45	95	45b	371	0	5
2226	9	83	C	-1	2	2	1	1	46	45	95	45b	371	3/8	6
2232	6	62	D	0	2	2	2	1	46	45	95	45b	372	1/4	4
2232	6	65	F	0	2	2	2	1	46	45	95	45b	372	1/4	4
2232	6	68	A	-1	2	2	2	1	46	45	95	45b	372	1/4	4
2232	6	71	C	-1	2	2	2	1	46	45	95	45b	372	1/4	5
2235	3	82	B	-1	2	2	1	1	46	45	95	45b	745/2	1/8	5
2238	12	80	A	-1	2	2	1	1	47	46	96	46b	373	1/2	5
2244	6	63	E	-1	2	2	2	1	47	46	96	46b	374	1/4	4
2244	6	68	A	-1	2	2	2	1	47	46	96	46b	374	1/4	4
2244	6	72	C	0	2	2	2	1	47	46	96	46b	374	1/4	5
2250	9	79	G	0	2	2	1	1	47	46	96	46b	375	3/8	5
2256	6	63	E	-1	2	2	2	1	47	46	96	46b	376	1/4	4
2256	6	70	B	-1	2	2	2	1	47	46	96	46b	376	1/4	4
2256	6	73	D	-1	2	2	2	1	47	46	96	46b	376	1/4	5
2259	3	87	E	-1	2	2	1	1	47	46	96	46b	753/2	1/8	6
2262	24	56	A	-1	2	2	2	1	48	47	97	47b	377	1	3
2262	24	58	B	-1	2	2	2	1	48	47	97	47b	377	1	3
2262	24	61	D	-1	2	2	2	1	48	47	97	47b	377	1	4
2262	24	63	E	-1	2	2	2	1	48	47	97	47b	377	1	4
2262	24	67	G	0	2	2	2	1	48	47	97	47b	377	1	4
2262	24	73	D	-1	2	2	1	1	48	47	97	47b	377	1	5
2262	24	79	G	0	2	2	1	1	48	47	97	47b	377	1	5
2262	24	87	E	-1	2	2	1	1	48	47	97	47b	377	1	6
2286	6	56	A	-1	2	2	2	1	49	48	98	48b	381	1/4	3
2286	6	60	C	0	2	2	2	1	49	48	98	48b	381	1/4	4
2286	6	63	E	-1	2	2	2	1	49	48	98	48b	381	1/4	4
2286	6	68	A	-1	2	2	2	1	49	48	98	48b	381	1/4	4
2286	6	72	C	0	2	2	1	1	49	48	98	48b	381	1/4	5
2286	6	75	E	-1	2	2	1	1	49	48	98	48b	381	1/4	5
2286	6	80	A	-1	2	2	1	1	49	48	98	48b	381	1/4	5
2304	6	63	E	-1	2	2	1	1	50	48	99	48b	384	1/4	4
2310	6	68	A	-1	2	2	1	1	51	49	100	49a	385	1/4	4
2316	6	72	C	0	2	2	1	1	51	49	100	49a	386	1/4	5
2322	6	75	E	-1	2	2	1	1	51	49	100	49a	387	1/4	5
2328	6	80	A	-1	2	2	1	1	51	49	100	49a	388	1/4	5
2334	9	84	C	0	2	2	1	1	52	50	101	50a	389	3/8	6
2340	6	56	A	-1	2	2	2	1	52	50	101	50a	390	1/4	3
2340	6	60	C	0	2	2	2	1	52	50	101	50a	390	1/4	4
2340	6	63	E	-1	2	2	2	1	52	50	101	50a	390	1/4	4
2343	1	82	B	-1	2	2	1	1	52	50	101	50a	781/2	1/24	5
2344	1	80	A	-1	2	2	1	1	52	50	101	50a	1172/3	1/24	5
2345	1	79	G	0	2	2	1	1	52	50	101	50a	2345/6	1/24	5
2346	6	56	A	-1	2	2	2	1	52	50	101	50a	391	1/4	3
2346	6	60	C	0	2	2	2	1	52	50	101	50a	391	1/4	4
2346	6	63	E	-1	2	2	2	1	52	50	101	50a	391	1/4	4
2346	6	80	A	-1	2	2	1	1	52	50	101	50a	391	1/4	5
2352	6	56	A	-1	2	2	2	1	52	50	101	50a	392	1/4	3
2352	6	60	C	0	2	2	2	1	52	50	101	50a	392	1/4	4
2352	6	63	E	-1	2	2	2	1	52	50	101	50a	392	1/4	4
2358	0	73	D	-1	2	2	1	1	53	51	102	51a	393	0	5
2358	9	85	D	-1	2	2	1	1	53	51	102	51a	393	3/8	6
2364	6	55	G	0	2	2	2	1	53	51	102	51a	394	1/4	3
2364	6	58	B	-1	2	2	2	1	53	51	102	51a	394	1/4	3
2364	6	61	D	-1	2	2	2	1	53	51	102	51a	394	1/4	4
2364	6	63	E	-1	2	2	2	1	53	51	102	51a	394	1/4	4
2367	1	84	C	0	2	2	1	1	53	51	102	51a	789/2	1/24	6
2368	1	82	B	-1	2	2	1	1	53	51	102	51a	1184/3	1/24	5
2369	1	81	A	0	2	2	1	1	53	51	102	51a	2369/6	1/24	5
2370	6	55	G	0	2	2	2	1	53	51	102	51a	395	1/4	3
2370	6	58	B	-1	2	2	2	1	53	51	102	51a	395	1/4	3
2370	6	61	D	-1	2	2	2	1	53	51	102	51a	395	1/4	4
2370	6	63	E	-1	2	2	2	1	53	51	102	51a	395	1/4	4
2370	6	82	B	-1	2	2	1	1	53	51	102	51a	395	1/4	5
2376	6	55	G	0	2	2	2	1	53	51	102	51a	396	1/4	3
2376	6	58	B	-1	2	2	2	1	53	51	102	51a	396	1/4	3
2376	6	61	D	-1	2	2	2	1	53	51	102	51a	396	1/4	4
2376	6	63	E	-1	2	2	2	1	53	51	102	51a	396	1/4	4
2382	6	70	B	-1	2	2	1	1	54	52	103	52a	397	1/4	4
2388	6	73	D	-1	2	2	1	1	54	52	103	52a	398	1/4	5
2394	6	79	G	0	2	2	1	1	54	52	103	52a	399	1/4	5
2400	6	82	B	-1	2	2	1	1	54	52	103	52a	400	1/4	5
2406	0	73	D	-1	2	2	1	1	55	53	104	53a	401	0	5
2406	9	85	D	-1	2	2	1	1	55	53	104	53a	401	3/8	6
2412	6	55	G	0	2	2	2	1	55	53	104	53a	402	1/4	3
2412	6	58	B	-1	2	2	2	1	55	53	104	53a	402	1/4	3
2412	6	61	D	-1	2	2	2	1	55	53	104	53a	402	1/4	4
2412	6	64	E	0	2	2	2	1	55	53	104	53a	402	1/4	4
2415	1	84	C	0	2	2	1	1	55	53	104	53a	805/2	1/24	6
2416	1	82	B	-1	2	2	1	1	55	53	104	53a	1208/3	1/24	5
2417	1	81	A	0	2	2	1	1	55	53	104	53a	2417/6	1/24	5
2418	6	55	G	0	2	2	2	1	55	53	104	53a	403	1/4	3
2418	6	58	B	-1	2	2	2	1	55	53	104	53a	403	1/4	3
2418	6	61	D	-1	2	2	2	1	55	53	104	53a	403	1/4	4
2418	6	64	E	0	2	2	2	1	55	53	104	53a	403	1/4	4
2418	6	82	B	-1	2	2	1	1	55	53	104	53a	403	1/4	5
2424	6	55	G	0	2	2	2	1	55	53	104	53a	404	1/4	3
2424	6	58	B	-1	2	2	2	1	55	53	104	53a	404	1/4	3
2424	6	61	D	-1	2	2	2	1	55	53	104	53a	404	1/4	4
2424	6	64	E	0	2	2	2	1	55	53	104	53a	404	1/4	4
2430	0	73	D	-1	2	2	1	1	56	54	105	54a	405	0	5
2430	9	85	D	-1	2	2	1	1	56	54	105	54a	405	3/8	6
2436	6	54	G	-1	2	2	2	1	56	54	105	54a	406	1/4	3
2436	6	58	B	-1	2	2	2	1	56	54	105	54a	406	1/4	3
2436	6	61	D	-1	2	2	2	1	56	54	105	54a	406	1/4	4
2436	6	64	E	0	2	2	2	1	56	54	105	54a	406	1/4	4
2439	1	84	C	0	2	2	1	1	56	54	105	54a	813/2	1/24	6
2440	1	82	B	-1	2	2	1	1	56	54	105	54a	1220/3	1/24	5
2441	1	81	A	0	2	2	1	1	56	54	105	54a	2441/6	1/24	5
2442	6	54	G	-1	2	2	2	1	56	54	105	54a	407	1/4	3
2442	6	58	B	-1	2	2	2	1	56	54	105	54a	407	1/4	3
2442	6	61	D	-1	2	2	2	1	56	54	105	54a	407	1/4	4
2442	6	64	E	0	2	2	2	1	56	54	105	54a	407	1/4	4
2442	6	82	B	-1	2	2	1	1	56	54	105	54a	407	1/4	5
2448	6	54	G	-1	2	2	2	1	56	54	105	54a	408	1/4	3
2448	6	58	B	-1	2	2	2	1	56	54	105	54a	408	1/4	3
2448	6	61	D	-1	2	2	2	1	56	54	105	54a	408	1/4	4
2448	6	64	E	0	2	2	2	1	56	54	105	54a	408	1/4	4
2454	3	53	F	0	2	2	2	1	57	55	106	55a	409	1/8	3
2454	6	81	A	0	2	2	1	1	57	55	106	55a	409	1/4	5
2457	3	65	F	0	2	2	2	1	57	55	106	55a	819/2	1/8	4
2460	3	53	F	0	2	2	2	1	57	55	106	55a	410	1/8	3
2463	3	65	F	0	2	2	2	1	57	55	106	55a	821/2	1/8	4
2466	3	53	F	0	2	2	2	1	57	55	106	55a	411	1/8	3
2469	3	65	F	0	2	2	2	1	57	55	106	55a	823/2	1/8	4
2472	3	53	F	0	2	2	2	1	57	55	106	55a	412	1/8	3
2472	6	78	G	-1	2	2	1	1	57	55	106	55a	412	1/4	5
2475	3	65	F	0	2	2	2	1	57	55	106	55a	825/2	1/8	4
2478	3	53	F	0	2	2	2	1	58	56	107	56a	413	1/8	3
2478	6	77	F	0	2	2	1	1	58	56	107	56a	413	1/4	5
2481	3	65	F	0	2	2	2	1	58	56	107	56a	827/2	1/8	4
2484	3	53	F	0	2	2	2	1	58	56	107	56a	414	1/8	3
2484	6	75	E	-1	2	2	1	1	58	56	107	56a	414	1/4	5
2487	3	65	F	0	2	2	2	1	58	56	107	56a	829/2	1/8	4
2490	3	53	F	0	2	2	2	1	58	56	107	56a	415	1/8	3
2490	6	72	C	0	2	2	1	1	58	56	107	56a	415	1/4	5
2493	3	65	F	0	2	2	2	1	58	56	107	56a	831/2	1/8	4
2496	3	53	F	0	2	2	2	1	58	56	107	56a	416	1/8	3
2496	6	69	A	0	2	2	1	1	58	56	107	56a	416	1/4	4
2499	3	65	F	0	2	2	2	1	58	56	107	56a	833/2	1/8	4
2502	6	53	F	0	2	2	2	2	59	57	108	57a	417	1/4	3
2502	12	63	E	-1	2	2	2	1	59	57	108	57a	417	1/2	4
2502	9	66	G	-1	2	2	1	1	59	57	108	57a	417	3/8	4
2508	6	53	F	0	2	2	2	2	59	57	108	57a	418	1/4	3
2511	3	65	F	0	2	2	1	1	59	57	108	57a	837/2	1/8	4
2514	3	53	F	0	2	2	2	2	59	57	108	57a	419	1/8	3
2514	6	61	D	-1	2	2	2	1	59	57	108	57a	419	1/4	4
2514	6	70	B	-1	2	2	1	1	59	57	108	57a	419	1/4	4
2517	3	65	F	0	2	2	2	2	59	57	108	57a	839/2	1/8	4
2520	3	53	F	0	2	2	2	2	59	57	108	57a	420	1/8	3
2520	6	78	G	-1	2	2	1	1	59	57	108	57a	420	1/4	5
2523	3	65	F	0	2	2	2	2	59	57	108	57a	841/2	1/8	4
2526	3	53	F	0	2	2	2	1	60	58	109	58a	421	1/8	3
2526	6	77	F	0	2	2	1	1	60	58	109	58a	421	1/4	5
2529	3	65	F	0	2	2	2	1	60	58	109	58a	843/2	1/8	4
2532	3	53	F	0	2	2	2	1	60	58	109	58a	422	1/8	3
2532	6	75	E	-1	2	2	1	1	60	58	109	58a	422	1/4	5
2535	3	65	F	0	2	2	2	1	60	58	109	58a	845/2	1/8	4
2538	3	53	F	0	2	2	2	1	60	58	109	58a	423	1/8	3
2538	6	72	C	0	2	2	1	1	60	58	109	58a	423	1/4	5
2541	3	65	F	0	2	2	2	1	60	58	109	58a	847/2	1/8	4
2544	3	53	F	0	2	2	2	1	60	58	109	58a	424	1/8	3
2544	6	69	A	0	2	2	1	1	60	58	109	58a	424	1/4	4
2547	3	65	F	0	2	2	2	1	60	58	109	58a	849/2	1/8	4
2550	6	53	F	0	2	2	2	2	61	59	110	59a	425	1/4	3
2550	12	63	E	-1	2	2	2	1	61	59	110	59a	425	1/2	4
2550	9	66	G	-1	2	2	1	1	61	59	110	59a	425	3/8	4
