piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	electronicEncoder	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus
wir-monteverdi-madrigals-book-5-5	1: 4/4	1: -1	68	68	272.0	68	68	272.0		1242.0	872	268	0	0	0		Battista Guarini			5. MA. SE CON LA PIETÀ NON È IN TE SPENTA			Madrigali. Libro V		UTORPHEUS EDIZIONI 2(KJ3 EDIZIONI 2003 UT ORPHEUS EDIZIONI 2003 © UT ORPHEUS 2003	2025-03-02	Linux			"<font size=""17""/><b>5. MA. SE CON LA PIETÀ NON È IN TE SPENTA</b>"			<b>Battista Guarini</b>	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-monteverdi-madrigals-book-5-5.mscx	False	46-81 (Bb2-A5)	mxl		Canto	62-81 (D4-A5)	Quinto	64-81 (E4-A5)	Alto	55-72 (G3-C5)	Tenor	55-69 (G3-A4)	Basso	46-64 (Bb2-E4)	Continuo	46-67 (Bb2-G4)
wir-monteverdi-madrigals-book-5-7	1: 4/4	1: -1	60	60	240.0	60	60	240.0		1206.0	876	264	1	0	0		Claudio Monteverdi									2025-03-02	Linux						Claudio Monteverdi	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-monteverdi-madrigals-book-5-7.mscx	False	45-82 (A2-Bb5)	mxl		Canto	65-82 (F4-Bb5)	Quinto	62-81 (D4-A5)	Alto	55-74 (G3-D5)	Tenor	53-69 (F3-A4)	Basso	45-65 (A2-F4)	Continuo	45-67 (A2-G4)
wir-monteverdi-madrigals-book-5-8	1: 4/4	1: -1	96	96	384.0	96	96	384.0		1921.5	1493	368	5	0	0		Claudio Monteverdi			8. FERIR QUEL PETTO, SILVIO?			 lf :-		UT ORPHEUS EDIZIONI 2003 2003 UTORPHEUS EDIZIONI 2tX)3 2003	2025-03-02	Linux			8. FERIR QUEL PETTO, SILVIO?		 lf :-	Claudio Monteverdi	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-monteverdi-madrigals-book-5-8.mscx	False	43-81 (G2-A5)	mxl		Canto	65-81 (F4-A5)	Quinto	62-81 (D4-A5)	Alto	60-74 (C4-D5)	Tenor	52-69 (E3-A4)	Basso	43-62 (G2-D4)	Continuo	43-67 (G2-G4)
wir-openscore-liedercorpus-brahms-6-songs-op-3-3-liebe-und-fruhling-ii	1: 4/4	1: 5, 14: 2, 22: -5, 34: 5	46	46	180.0	46	46	180.0		708.5	750	381	0	0	0		Johannes Brahms	6 Songs, Op.3	3	Liebe und Frühling II	3		August Heinrich Hoffmann von Fallersleben		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5004701		"<font size=""24""/>3. Liebe und Frühling II"	"<font size=""14""/>6 Songs, Op.3"	August Hoffman von Fallersleben	Johannes Brahms	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-brahms-6-songs-op-3-3-liebe-und-fruhling-ii.mscx	False	35-89 (B1-F6)	mxl		Voice	66-80 (F#4-G#5)	Grand Piano	54-89 (F#3-F6)	Grand Piano	35-75 (B1-D#5)						
wir-openscore-liedercorpus-brahms-7-lieder-op-48-3-liebesklage-des-madchens	1: 6/4	1: 5	23	23	138.0	23	23	138.0		623.5	677	266	0	0	0		Johannes Brahms	7 Lieder, Op. 48	3	Liebesklage des Mädchens	48		Aus des Knaben Wunderhorn (eds. von Arnim and Brentano)	Transcribed from IMSLP #81907.  Errors corrected: a) bar 3 & 13 - G# at end of bar (piano LH + RH);  b) bar 9:  beat 1, B in piano RH	OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/4946239		"<font size=""24""/>3. Liebesklage des Mädchens"	"<font size=""14""/>7 Lieder, Op. 48"	"<font size=""12""/>Aus des Knaben Wunderhorn (eds. von Arnim and Brentano)"	"<font size=""12""/>Johannes Brahms"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-brahms-7-lieder-op-48-3-liebesklage-des-madchens.mscx	False	35-78 (B1-F#5)	mxl		Voice	65-78 (E#4-F#5)	Piano	58-78 (A#3-F#5)	Piano	35-66 (B1-F#4)						
wir-openscore-liedercorpus-chaminade-amoroso	1: 3/4	1: -3	50	50	150.0	50	50	150.0		985.75	1399	291	0	0	0		Cécile Chaminade			Amoroso			Armand Silvestre		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/user/27638568/scores/4999292	Dr Th. Baker	"<font size=""24""/>Amoroso"		"<font size=""12""/>Armand Silvestre  (trans. Dr. Th. Baker)"	"<font size=""12""/>Cécile Chaminade"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-chaminade-amoroso.mscx	False	27-94 (Eb1-Bb6)	mxl		Voice	62-80 (D4-Ab5)	Grand Piano	58-94 (Bb3-Bb6)	Grand Piano	27-77 (Eb1-F5)						
wir-openscore-liedercorpus-chausson-7-melodies-op-2-7-le-colibri	1: 5/4	1: -5	40	40	200.0	40	40	200.0		1012.0	847	322	0	0	0		Ernest Chausson	7 Mélodies, Op.2	7	Le Colibri	Op.2		Leconte de Lisle		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5077780		"<font size=""24""/>7. Le Colibri"	"<font size=""14""/>7 Mélodies, Op.2"	"<font size=""12""/>Leconte de Lisle"	"<font size=""12""/>Ernest Chausson"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-chausson-7-melodies-op-2-7-le-colibri.mscx	False	32-97 (Ab1-Db7)	mxl		Voice	65-78 (F4-Gb5)	Piano	51-97 (Eb3-Db7)	Piano	32-77 (Ab1-F5)						
wir-openscore-liedercorpus-coleridge-taylor-oh-the-summer	1: 3/8	1: -4	125	125	187.5	125	125	187.5		1176.5	1457	403	0	0	0		S. Coleridge-Taylor	Oh, the Summer					Isabel Ecclestone Mackay	Transcribed by pental from IMSLP #606188 Source: https://imslp.org/wiki/Oh,_the_Summer_(Coleridge-Taylor,_Samuel)	OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/6232117		"<font size=""24""/>Oh, the Summer"		"<font size=""12""/>Isabel Ecclestone Mackay"	"<font size=""12""/>Samuel Coleridge-Taylor"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-coleridge-taylor-oh-the-summer.mscx	False	27-92 (Eb1-Ab6)	mxl		Soprano	63-77 (Eb4-F5)	Alto	60-75 (C4-Eb5)	Grand Piano	56-92 (Ab3-Ab6)	Grand Piano	27-63 (Eb1-Eb4)				
wir-openscore-liedercorpus-franz-6-gesange-op-14-5-liebesfruhling	1: 2/4	1: 2	27	26	52.0	27	26	52.0		248.5	401	111	0	0	0		Robert Franz	6 Gesänge, Op. 14	5	Liebesfrühling	14		Nicholaus Lenau		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/4976682	E. S. Willcox	"<font size=""24""/>5. Liebesfrühling
<font size=""17""/><i>The Spring of Love</i>"	"<font size=""14""/>6 Gesänge, Op. 14"	"<font size=""12""/>Nikolaus Lenau
(trans. E. S. Willcox)"	"<font size=""12""/>Robert Franz"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-franz-6-gesange-op-14-5-liebesfruhling.mscx	False	26-76 (D1-E5)	mxl		Voice	62-76 (D4-E5)	Grand Piano	54-76 (F#3-E5)	Grand Piano	26-62 (D1-D4)						
wir-openscore-liedercorpus-hensel-3-lieder-1-sehnsucht	1: 4/4	1: 2	17	17	68.0	17	17	68.0		262.5	268	116	0	0	0		Fanny (Mendelssohn) Hensel	3 Lieder	1	Sehnsucht			Johann Gustav Droysen	Transcribed by Justin M. Bornais from IMSLP #29138.  Source: https://imslp.org/wiki/3_Lieder_(Hensel,_Fanny)	OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/6012947		"<font size=""24""/>1. Sehnsucht"	"<font size=""12""/><i>(originally published as Op.9, No.7 by Felix Mendelssohn)</i>; <font size=""14""/>3 Lieder"	"<font size=""12""/>Johann Gustav Droysen"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-3-lieder-1-sehnsucht.mscx	False	37-86 (C#2-D6)	mxl		Voice	62-78 (D4-F#5)	Piano	54-86 (F#3-D6)	Piano	37-69 (C#2-A4)						
wir-openscore-liedercorpus-hensel-5-lieder-op-10-1-nach-suden	1: 12/8, 18: 4/4, 33: 12/8	1: 4	63	63	348.0	63	63	348.0		1445.5	1674	576	0	0	0		Fanny (Mendelssohn) Hensel	5 Lieder, Op.10	1	Nach Süden	Op.10				"OpenScore (CC0)
"	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/5000467		"<font size=""24""/>1. Nach Süden"	"<font size=""14""/>5 Lieder, Op.10"		"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-5-lieder-op-10-1-nach-suden.mscx	False	30-88 (F#1-E6)	mxl		Voice	64-81 (E4-A5)	Piano	53-88 (E#3-E6)	Piano	30-76 (F#1-E5)						
wir-openscore-liedercorpus-hensel-5-lieder-op-10-2-vorwurf	1: 4/4	1: 5	49	49	196.0	49	49	196.0		944.0	783	262	0	0	0		Fanny (Mendelssohn) Hensel	5 Lieder, Op.10	2	Vorwurf	Op.10		Nikolaus Lenau		"OpenScore (CC0)
"	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/5000464		"<font size=""24""/>2. Vorwurf"	"<font size=""14""/>5 Lieder, Op.10"	"<font size=""12""/>Nikolaus Lenau"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-5-lieder-op-10-2-vorwurf.mscx	False	31-83 (F##1-B5)	mxl		Voice	61-80 (C#4-G#5)	Piano	55-83 (F##3-B5)	Piano	31-68 (F##1-G#4)						
wir-openscore-liedercorpus-hensel-5-lieder-op-10-3-abendbild	1: 6/8	1: -3	47	47	141.0	47	47	141.0		626.0	893	274	0	0	0		Fanny (Mendelssohn) Hensel	5 Lieder, Op.10	3	Abendbild	10		Nikolaus Lenau		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/user/27638568/scores/4919798		"<font size=""24""/>3. Abendbild"	"<font size=""14""/>5 Lieder, Op.10"	"<font size=""12""/>Nikolaus Lenau"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-5-lieder-op-10-3-abendbild.mscx	False	27-91 (Eb1-G6)	mxl		Voice	62-77 (D4-F5)	Piano	53-91 (F3-G6)	Piano	27-69 (Eb1-A4)						
wir-openscore-liedercorpus-hensel-5-lieder-op-10-4-im-herbste	1: 4/4	1: -2	38	38	152.0	38	38	152.0		707.75	731	277	0	0	0		Fanny (Mendelssohn) Hensel	5 Lieder, Op.10	4	Im Herbste	Op.10		Emanuel Geibel		"OpenScore (CC0)
"	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5000459		"<font size=""24""/>4. Im Herbste"	"<font size=""14""/>5 Lieder, Op.10"	"<font size=""12""/>Emanuel Geibel"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-5-lieder-op-10-4-im-herbste.mscx	False	31-82 (G1-Bb5)	mxl		Voice	63-79 (Eb4-G5)	Piano	53-82 (F3-Bb5)	Piano	31-66 (G1-Gb4)						
wir-openscore-liedercorpus-hensel-5-lieder-op-10-5-bergeslust	1: 6/8	1: 3	73	73	216.5	73	73	216.5		774.0	1020	403	0	0	0		Fanny (Mendelssohn) Hensel	5 Lieder, Op.10	5	Bergeslust	Op.10		Joseph von Eichendorff		"OpenScore (CC0)
"	2025-03-02	Linux	https://musescore.com/score/5000446		"<font size=""24""/>5. Bergeslust"	"<font size=""14""/>5 Lieder, Op.10"	"<font size=""12""/>Joseph von Eichendorff"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-5-lieder-op-10-5-bergeslust.mscx	False	35-93 (B1-A6)	mxl		Voice	64-81 (E4-A5)	Piano	56-93 (G#3-A6)	Piano	35-69 (B1-A4)						
wir-openscore-liedercorpus-hensel-6-lieder-op-1-1-schwanenlied	1: 6/8	1: -2	54	54	162.0	54	54	162.0		474.5	865	617	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder, Op.1	1	Schwanenlied	1		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5100543		"<font size=""24""/>1. Schwanenlied"	"<font size=""14""/>6 Lieder, Op.1"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-6-lieder-op-1-1-schwanenlied.mscx	False	36-86 (C2-D6)	mxl		Voice	62-79 (D4-G5)	Grand Piano	55-86 (G3-D6)	Grand Piano	36-66 (C2-F#4)						
wir-openscore-liedercorpus-hensel-6-lieder-op-1-3-warum-sind-denn-die-rosen-so-blass	1: 6/8	1: 0	42	41	123.5	42	41	123.5		370.75	839	479	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder, Op.1	3	Warum sind denn die Rosen so blass?	1		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5004640		"<font size=""24""/>3. Warum sind denn die Rosen so blass?"	"<font size=""14""/>6 Lieder, Op.1"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-6-lieder-op-1-3-warum-sind-denn-die-rosen-so-blass.mscx	False	33-81 (A1-A5)	mxl		Voice	65-77 (F4-F5)	Grand Piano	57-81 (A3-A5)	Grand Piano	33-62 (A1-D4)						
wir-openscore-liedercorpus-hensel-6-lieder-op-1-4-mayenlied	1: 3/4	1: 1	46	46	138.0	46	46	138.0		622.17	1267	409	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder, Op.1	4	Mayenlied	1		Joseph von Eichendorff		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/5101299		"<font size=""24""/>4. Mayenlied"	"<font size=""14""/>6 Lieder, Op.1"	"<font size=""12""/>Joseph von Eichendorff"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-6-lieder-op-1-4-mayenlied.mscx	False	31-86 (G1-D6)	mxl		Voice	66-79 (F#4-G5)	Grand Piano	55-86 (G3-D6)	Grand Piano	31-69 (G1-A4)						
wir-openscore-liedercorpus-hensel-6-lieder-op-1-5-morgenstandchen	1: 4/4	1: 4	39	39	156.0	39	39	156.0		680.75	1691	525	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder, Op.1	5	Morgenständchen	1		Joseph Freiherr von Eichendorff		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5004650		"<font size=""24""/>5. Morgenständchen"	"<font size=""14""/>6 Lieder, Op.1"	"<font size=""12""/>Joseph Freiherr von Eichendorff"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-6-lieder-op-1-5-morgenstandchen.mscx	False	35-88 (B1-E6)	mxl		Voice	63-81 (D#4-A5)	Grand Piano	57-88 (A3-E6)	Grand Piano	35-76 (B1-E5)						
wir-openscore-liedercorpus-hensel-6-lieder-op-1-6-gondellied	1: 6/8	1: 3	42	42	126.0	42	42	126.0		481.25	843	436	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder, Op.1	6	Gondellied	1		Emanuel von Geibel		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5101361		"<font size=""24""/>6. Gondellied"	"<font size=""14""/>6 Lieder, Op.1"	"<font size=""12""/>Emanuel von Geibel"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-6-lieder-op-1-6-gondellied.mscx	False	33-88 (A1-E6)	mxl		Voice	62-81 (D4-A5)	Grand Piano	57-88 (A3-E6)	Grand Piano	33-69 (A1-A4)						
wir-openscore-liedercorpus-hensel-6-lieder-op-9-1-die-ersehnte	1: 12/8	1: -3	14	14	84.0	26	26	156.0		321.0	244	157	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder	1	Die Ersehnte	Op.9		Ludwig Christoph Heinrich Hölty		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/4986023		"<font size=""24""/>1. Die Ersehnte"	"<font size=""14""/>6 Lieder, Op.9"	"<font size=""12""/>Ludwig Christoph Heinrich Hölty"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-openscore-liedercorpus-hensel-6-lieder-op-9-1-die-ersehnte.mscx	False	38-80 (D2-Ab5)	mxl		Voice	62-80 (D4-Ab5)	Piano	53-72 (F3-C5)	Piano	38-56 (D2-Ab3)						
wir-openscore-liedercorpus-hensel-6-lieder-op-9-2-ferne	1: 3/4	1: -2	27	27	81.0	51	51	153.0		218.0	219	157	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder, Op.9	2	Ferne	9		Johann Ludwig Tieck		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5103883		"<font size=""24""/>2. Ferne"	"<font size=""14""/>6 Lieder, Op.9"	"<font size=""12""/>Johann Ludwig Tieck"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-hensel-6-lieder-op-9-2-ferne.mscx	False	31-75 (G1-Eb5)	mxl		Voice	62-75 (D4-Eb5)	Grand Piano	54-72 (F#3-C5)	Grand Piano	31-55 (G1-G3)						
wir-openscore-liedercorpus-hensel-6-lieder-op-9-3-der-rosenkranz	1: 6/8	1: 4	43	43	129.0	57	57	171.0		596.25	740	197	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder, Op.9	3	Der Rosenkranz	9		Johann Heinrich Voss		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/5108166		"<font size=""24""/>3. Der Rosenkranz"	"<font size=""14""/>6 Lieder, Op.9"	"<font size=""12""/>Johann Heinrich Voss"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-hensel-6-lieder-op-9-3-der-rosenkranz.mscx	False	40-81 (E2-A5)	mxl		Voice	64-81 (E4-A5)	Grand Piano	54-81 (F#3-A5)	Grand Piano	40-64 (E2-E4)						
wir-openscore-liedercorpus-hensel-6-lieder-op-9-4-die-fruhen-graber	1: 4/4	1: -4	21	21	84.0	21	21	84.0		305.0	192	96	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder	4	Die frühen Gräber	Op.9		Friedrich Gottlieb Klopstock		OpenScore(CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/4986026		"<font size=""24""/>4. Die frühen Gräber"	"<font size=""14""/>6 Lieder, Op.9"	"<font size=""12""/>Friedrich Gottlieb Klopstock"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-hensel-6-lieder-op-9-4-die-fruhen-graber.mscx	False	27-77 (Eb1-F5)	mxl		Voice	60-77 (C4-F5)	Piano	43-68 (G2-Ab4)	Piano	27-56 (Eb1-Ab3)						
wir-openscore-liedercorpus-hensel-6-lieder-op-9-5-der-maiabend	1: 9/8	1: -4	12	11	50.0	12	11	50.0		251.0	244	64	0	0	0		Fanny (Mendelssohn) Hensel	6 Lieder, Op.9	5	Der Maiabend	9		Johann Heinrich Voss		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/5103913		"<font size=""24""/>5. Der Maiabend"	"<font size=""14""/>6 Lieder, Op.9"	"<font size=""12""/>Johann Heinrich Voss"	"<font size=""12""/>Fanny (Mendelssohn) Hensel"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-hensel-6-lieder-op-9-5-der-maiabend.mscx	False	39-80 (Eb2-Ab5)	mxl		Voice	63-80 (Eb4-Ab5)	Grand Piano	58-80 (Bb3-Ab5)	Grand Piano	39-66 (Eb2-Gb4)						
wir-openscore-liedercorpus-holmes-les-heures-4-lheure-dazur	1: 3/4, 28: 2/4, 29: 3/4, 38: 2/4, 39: 3/4, 57: 2/4, 58: 3/4, 59: 2/4, 60: 3/4	1: 5	72	72	212.0	72	72	212.0		1254.25	1128	310	0	0	0		Augusta Holmès	Les Heures	4	L'Heure d'Azur			Anonymous		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5001674		"<font size=""24""/>4. L'Heure d'Azur"	"<font size=""14""/>Les Heures"	"<font size=""12""/>(Holmès)"	"<font size=""12""/>Augusta Holmès"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-holmes-les-heures-4-lheure-dazur.mscx	False	30-90 (F#1-F#6)	mxl		Voice	59-75 (B3-D#5)	Grand Piano	59-90 (B3-F#6)	Grand Piano	30-73 (F#1-C#5)						
wir-openscore-liedercorpus-jaell-4-melodies-1-a-toi	1: 2/4	1: -4	40	40	80.0	40	40	80.0		437.5	611	240	0	0	0		Marie Jaëll	4 Mélodies	1	A toi			Marie Jaëll (original lyrics)	Transcribed by Eloge from IMSLP #511349.  Source: https://imslp.org/wiki/4_M%C3%A9lodies_(Ja%C3%ABll,_Marie)	OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5834392	French translation by Charles Grandmougin	"<font size=""24""/>1. A toi"	"<i>à Madame Alfred Ott</i>; <font size=""14""/>4 Mélodies"	"<font size=""12""/><i>Traduction française de
</i>Charles Grandmougin
"	"<font size=""12""/><i>Paroles et Musique de
</i>Marie Jaëll
"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-jaell-4-melodies-1-a-toi.mscx	False	32-80 (Ab1-Ab5)	mxl		Voice	60-75 (C4-Eb5)	Grand Piano	51-80 (Eb3-Ab5)	Grand Piano	32-67 (Ab1-G4)						
wir-openscore-liedercorpus-lang-6-lieder-op-25-4-lied-immer-sich-rein-kindlich-erfreun	1: 4/4	1: 4	64	64	256.0	64	64	256.0		1020.83	2003	780	0	0	0		Josephine Lang	Sechs Lieder, Op.25	4	Lied (Immer sich rein kindlich erfreu'n)	25		Wilhelm Heilwig Carl Robert August von Ungern-Sternberg		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/4920211		"<font size=""24""/>4. Lied (Immer sich rein kindlich erfreu'n)"	"<font size=""14""/>Sechs Lieder, Op.25"	"<font size=""12""/>Wilhelm von Ungern-Sternberg"	"<font size=""12""/>Josephine Lang"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-lang-6-lieder-op-25-4-lied-immer-sich-rein-kindlich-erfreun.mscx	False	30-88 (F#1-E6)	mxl		Voice	61-79 (C#4-G5)	Grand Piano	56-88 (G#3-E6)	Grand Piano	30-60 (F#1-C4)						
wir-openscore-liedercorpus-mahler-kindertotenlieder-2-nun-seh-ich-wohl-warum-so-dunkle-flammen	1: 4/4, 37: 3/2, 38: 4/4, 69: 2/4, 70: 4/4	1: -3, 15: 0, 22: -3, 29: 0, 41: 2, 49: -2, 61: 0, 70: -3	74	74	296.0	74	74	296.0		1209.0	782	381	0	0	0		Gustav Mahler	Kindertotenlieder	2	Nun seh' ich wohl, warum so dunkle Flammen			Friedrich Rückert		OpenScre (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5051724		"<font size=""24""/>2. Nun seh' ich wohl, warum so dunkle Flammen"	"<font size=""14""/>Kindertotenlieder"	"<font size=""12""/>Friedrich Rückert
<i>(English words by John Bernhoff)</i>"	"<font size=""12""/>Gustav Mahler"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-mahler-kindertotenlieder-2-nun-seh-ich-wohl-warum-so-dunkle-flammen.mscx	False	24-77 (C1-F5)	mxl		Oboe	57-77 (A3-F5)	Grand Piano	53-76 (F3-E5)	Grand Piano	24-74 (C1-D5)						
wir-openscore-liedercorpus-mahler-kindertotenlieder-4-oft-denk-ich-sie-sind-nur-ausgegangen	1: 2/2, 9: 3/2, 10: 2/2, 15: 3/2, 16: 2/2, 27: 3/2, 28: 2/2, 36: 3/2, 37: 2/2, 54: 3/2, 55: 2/2, 59: 3/2, 60: 2/2	1: -3	72	71	297.0	72	71	297.0		1156.5	909	394	0	0	0		Gustav Mahler	Kindertotenlieder	4	Oft denk' ich sie sind nur ausgegangen			Friedrich Rückert		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5062118	John Bernhoff	"<font size=""24""/>4. Oft denk' ich, sie sind nur ausgegangen"	"<font size=""14""/>Kindertotenlieder"	"<font size=""12""/>Friedrich Rückert
<i>(English words by John Bernhoff)</i>"	"<font size=""12""/>Gustav Mahler"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-mahler-kindertotenlieder-4-oft-denk-ich-sie-sind-nur-ausgegangen.mscx	False	34-86 (Bb1-D6)	mxl		Oboe	58-78 (Bb3-Gb5)	Grand Piano	54-86 (Gb3-D6)	Grand Piano	34-77 (Bb1-F5)						
