dataset	subcorpus	file	fname	extension	id_v100	split_v100	last_modified_v100	file_change_commit_url_v100	repository	repo_version	folder	folderpath	filepath
TAVERN	Mozart	M455_09_01_encoderA.krn	M455_09_01_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_09_01_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_09_01_encoderA.krn
TAVERN	Mozart	M455_09_01_encoderB.krn	M455_09_01_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_09_01_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_09_01_encoderB.krn
TAVERN	Mozart	M455_09_01_score.krn	M455_09_01_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_09_01_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_09_01_score.krn
TAVERN	Mozart	M455_09_01a_a.krn	M455_09_01a_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_09_01a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_01a_a.krn
TAVERN	Mozart	M455_09_01a_b.krn	M455_09_01a_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_09_01a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_01a_b.krn
TAVERN	Mozart	M455_09_02_encoderA.krn	M455_09_02_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_09_02_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_09_02_encoderA.krn
TAVERN	Mozart	M455_09_02_encoderB.krn	M455_09_02_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_09_02_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_09_02_encoderB.krn
TAVERN	Mozart	M455_09_02_score.krn	M455_09_02_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_09_02_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_09_02_score.krn
TAVERN	Mozart	M455_09_02a_a.krn	M455_09_02a_a	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K455/Joined/M455_09_02a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_02a_a.krn
TAVERN	Mozart	M455_09_02a_b.krn	M455_09_02a_b	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K455/Joined/M455_09_02a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_02a_b.krn
TAVERN	Mozart	M455_09_03_encoderA.krn	M455_09_03_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_09_03_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_09_03_encoderA.krn
TAVERN	Mozart	M455_09_03_encoderB.krn	M455_09_03_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_09_03_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_09_03_encoderB.krn
TAVERN	Mozart	M455_09_03_score.krn	M455_09_03_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_09_03_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_09_03_score.krn
TAVERN	Mozart	M455_09_03b_a.krn	M455_09_03b_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_09_03b_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_03b_a.krn
TAVERN	Mozart	M455_09_03b_b.krn	M455_09_03b_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_09_03b_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_03b_b.krn
TAVERN	Mozart	M455_09_04_encoderA.krn	M455_09_04_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_09_04_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_09_04_encoderA.krn
TAVERN	Mozart	M455_09_04_encoderB.krn	M455_09_04_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_09_04_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_09_04_encoderB.krn
TAVERN	Mozart	M455_09_04_score.krn	M455_09_04_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_09_04_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_09_04_score.krn
TAVERN	Mozart	M455_09_04c_a.krn	M455_09_04c_a	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K455/Joined/M455_09_04c_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_04c_a.krn
TAVERN	Mozart	M455_09_04c_b.krn	M455_09_04c_b	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K455/Joined/M455_09_04c_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_04c_b.krn
TAVERN	Mozart	M455_09_05_encoderA.krn	M455_09_05_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_09_05_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_09_05_encoderA.krn
TAVERN	Mozart	M455_09_05_encoderB.krn	M455_09_05_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_09_05_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_09_05_encoderB.krn
TAVERN	Mozart	M455_09_05_score.krn	M455_09_05_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_09_05_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_09_05_score.krn
TAVERN	Mozart	M455_09_05b_a.krn	M455_09_05b_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_09_05b_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_05b_a.krn
TAVERN	Mozart	M455_09_05b_b.krn	M455_09_05b_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_09_05b_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_05b_b.krn
TAVERN	Mozart	M455_09_06_encoderA.krn	M455_09_06_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_09_06_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_09_06_encoderA.krn
TAVERN	Mozart	M455_09_06_encoderB.krn	M455_09_06_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_09_06_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_09_06_encoderB.krn
TAVERN	Mozart	M455_09_06_score.krn	M455_09_06_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_09_06_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_09_06_score.krn
TAVERN	Mozart	M455_09_06c_a.krn	M455_09_06c_a	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K455/Joined/M455_09_06c_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_06c_a.krn
TAVERN	Mozart	M455_09_06c_b.krn	M455_09_06c_b	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K455/Joined/M455_09_06c_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_09_06c_b.krn
TAVERN	Mozart	M455_10_01_encoderA.krn	M455_10_01_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_10_01_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_10_01_encoderA.krn
TAVERN	Mozart	M455_10_01_encoderB.krn	M455_10_01_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_10_01_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_10_01_encoderB.krn
TAVERN	Mozart	M455_10_01_score.krn	M455_10_01_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_10_01_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_10_01_score.krn
TAVERN	Mozart	M455_10_01a_a.krn	M455_10_01a_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_01a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_01a_a.krn
TAVERN	Mozart	M455_10_01a_b.krn	M455_10_01a_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_01a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_01a_b.krn
TAVERN	Mozart	M455_10_02_encoderA.krn	M455_10_02_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_10_02_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_10_02_encoderA.krn
TAVERN	Mozart	M455_10_02_encoderB.krn	M455_10_02_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_10_02_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_10_02_encoderB.krn
TAVERN	Mozart	M455_10_02_score.krn	M455_10_02_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_10_02_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_10_02_score.krn
TAVERN	Mozart	M455_10_02b_a.krn	M455_10_02b_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_02b_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_02b_a.krn
TAVERN	Mozart	M455_10_02b_b.krn	M455_10_02b_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_02b_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_02b_b.krn
TAVERN	Mozart	M455_10_03_encoderA.krn	M455_10_03_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_10_03_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_10_03_encoderA.krn
TAVERN	Mozart	M455_10_03_encoderB.krn	M455_10_03_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_10_03_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_10_03_encoderB.krn
TAVERN	Mozart	M455_10_03_score.krn	M455_10_03_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_10_03_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_10_03_score.krn
TAVERN	Mozart	M455_10_03c_a.krn	M455_10_03c_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_03c_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_03c_a.krn
TAVERN	Mozart	M455_10_03c_b.krn	M455_10_03c_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_03c_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_03c_b.krn
TAVERN	Mozart	M455_10_04_encoderA.krn	M455_10_04_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_10_04_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_10_04_encoderA.krn
TAVERN	Mozart	M455_10_04_encoderB.krn	M455_10_04_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_10_04_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_10_04_encoderB.krn
TAVERN	Mozart	M455_10_04_score.krn	M455_10_04_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_10_04_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_10_04_score.krn
TAVERN	Mozart	M455_10_04b_a.krn	M455_10_04b_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_04b_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_04b_a.krn
TAVERN	Mozart	M455_10_04b_b.krn	M455_10_04b_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_04b_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_04b_b.krn
TAVERN	Mozart	M455_10_05_encoderA.krn	M455_10_05_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_10_05_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_10_05_encoderA.krn
TAVERN	Mozart	M455_10_05_encoderB.krn	M455_10_05_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_10_05_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_10_05_encoderB.krn
TAVERN	Mozart	M455_10_05_score.krn	M455_10_05_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_10_05_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_10_05_score.krn
TAVERN	Mozart	M455_10_05c_a.krn	M455_10_05c_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_05c_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_05c_a.krn
TAVERN	Mozart	M455_10_05c_b.krn	M455_10_05c_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_05c_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_05c_b.krn
TAVERN	Mozart	M455_10_06_encoderA.krn	M455_10_06_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_10_06_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_10_06_encoderA.krn
TAVERN	Mozart	M455_10_06_encoderB.krn	M455_10_06_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_10_06_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_10_06_encoderB.krn
TAVERN	Mozart	M455_10_06_score.krn	M455_10_06_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_10_06_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_10_06_score.krn
TAVERN	Mozart	M455_10_06d_a.krn	M455_10_06d_a	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K455/Joined/M455_10_06d_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_06d_a.krn
TAVERN	Mozart	M455_10_06d_b.krn	M455_10_06d_b	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K455/Joined/M455_10_06d_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_06d_b.krn
TAVERN	Mozart	M455_10_07_encoderA.krn	M455_10_07_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_10_07_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_10_07_encoderA.krn
TAVERN	Mozart	M455_10_07_encoderB.krn	M455_10_07_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_10_07_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_10_07_encoderB.krn
TAVERN	Mozart	M455_10_07_score.krn	M455_10_07_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_10_07_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_10_07_score.krn
TAVERN	Mozart	M455_10_07e_a.krn	M455_10_07e_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_07e_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_07e_a.krn
TAVERN	Mozart	M455_10_07e_b.krn	M455_10_07e_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_07e_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_07e_b.krn
TAVERN	Mozart	M455_10_08_encoderA.krn	M455_10_08_encoderA	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_A/M455_10_08_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_A/M455_10_08_encoderA.krn
TAVERN	Mozart	M455_10_08_encoderB.krn	M455_10_08_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Encodings/Encoder_B/M455_10_08_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K455/Encodings/Encoder_B/M455_10_08_encoderB.krn
TAVERN	Mozart	M455_10_08_score.krn	M455_10_08_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K455/Krn/M455_10_08_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K455/Krn	rawdata/TAVERN/Mozart/K455/Krn/M455_10_08_score.krn
TAVERN	Mozart	M455_10_08f_a.krn	M455_10_08f_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_08f_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_08f_a.krn
TAVERN	Mozart	M455_10_08f_b.krn	M455_10_08f_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K455/Joined/M455_10_08f_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K455/Joined	rawdata/TAVERN/Mozart/K455/Joined/M455_10_08f_b.krn
TAVERN	Mozart	M501_00_01_encoderA.krn	M501_00_01_encoderA	krn			c5c3df3	https://github.com/jcdevaney/TAVERN/blob/c5c3df3/Mozart/K501/Encodings/Encoder_A/M501_00_01_encoderA.krn	TAVERN	84dff27	Encoder_A	rawdata/TAVERN/Mozart/K501/Encodings/Encoder_A	rawdata/TAVERN/Mozart/K501/Encodings/Encoder_A/M501_00_01_encoderA.krn
TAVERN	Mozart	M501_00_01_encoderB.krn	M501_00_01_encoderB	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K501/Encodings/Encoder_B/M501_00_01_encoderB.krn	TAVERN	84dff27	Encoder_B	rawdata/TAVERN/Mozart/K501/Encodings/Encoder_B	rawdata/TAVERN/Mozart/K501/Encodings/Encoder_B/M501_00_01_encoderB.krn
TAVERN	Mozart	M501_00_01_score.krn	M501_00_01_score	krn			1ab87cf	https://github.com/jcdevaney/TAVERN/blob/1ab87cf/Mozart/K501/Krn/M501_00_01_score.krn	TAVERN	84dff27	Krn	rawdata/TAVERN/Mozart/K501/Krn	rawdata/TAVERN/Mozart/K501/Krn/M501_00_01_score.krn
TAVERN	Mozart	M501_00_01a_a.krn	M501_00_01a_a	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K501/Joined/M501_00_01a_a.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K501/Joined	rawdata/TAVERN/Mozart/K501/Joined/M501_00_01a_a.krn
TAVERN	Mozart	M501_00_01a_b.krn	M501_00_01a_b	krn			b36ee2c	https://github.com/jcdevaney/TAVERN/blob/b36ee2c/Mozart/K501/Joined/M501_00_01a_b.krn	TAVERN	84dff27	Joined	rawdata/TAVERN/Mozart/K501/Joined	rawdata/TAVERN/Mozart/K501/Joined/M501_00_01a_b.krn
